,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,6.508135168961202,0.8732000416170473,community,5243,52,747,0,799,6.508135168961202,3.301923534550253
